B09QY9XF5S,2022,3,16,car camera,10,12,0,0,99.99,0,1,1,1,0,0,0,0,0,$15.00 coupon applied at checkout,Save $15.00  with coupon,"Thu, Mar 17","Thu, Mar 17",0,"Losfom Body Camera with Audio, 1080P Police Body Camera with Infrared Night Vision, Dash Cam for Cars with Suction Cup Mount, 64GB Memory, 2-in-1 Body Worn Cam for Patrol/Car/Pet Monitoring",http://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_car-electronics_sr_pg10_1?ie=UTF8&adId=A066815323K87ILHTWIL8&url=%2FLosfom-Camera-Infrared-Suction-Monitoring%2Fdp%2FB09QY9XF5S%2Fref%3Dsr_1_156_sspa%3Fkeywords%3DCar%2BVideo%26qid%3D1647382290%26s%3Dcar%26sr%3D1-156-spons%26psc%3D1&qualifier=1647382290&id=7283628577490767&widgetName=sp_mtf,2022-03-16 06:12:32.537011
B09L5QR2BX,2022,3,16,car camera,10,13,21,5.0,179.99,0,0,1,1,0,0,0,0,0,$15.00 coupon applied at checkout,Save $15.00  with coupon,"Thu, Mar 17","Thu, Mar 17",0,"URVOLAX Mirror Dash Cam Backup Camera,11''Rear View Mirror Camera with Detached Front and Rear Cam for Car,Anti Glare Full HD Split Screen 1296P,Dual Sony Lens,Night Vision,Parking Assist,GPS,SD Card",http://amazon.com/URVOLAX-Mirror-Backup-Detached-Parking/dp/B09L5QR2BX/ref=sr_1_157?keywords=Car+Video&qid=1647382290&s=car&sr=1-157,2022-03-16 06:12:38.869750
B09DCP1D61,2022,3,16,car camera,10,14,35,3.6,199.00,0,0,1,1,0,0,0,0,0,0,0,"Thu, Mar 17","Thu, Mar 17",0,"Wireless CarPlay Adapter CarPlay Dongle - for OEM Wired CarPlay Cars, 2021 New Android 9.0 Smart Video CarPlay AI Box, Support Google Play App YouTube Netfilx, Plug and Play, Fast & Stable Connection",http://amazon.com/Wireless-CarPlay-Adapter-Dongle-Connection/dp/B09DCP1D61/ref=sr_1_158?keywords=Car+Video&qid=1647382290&s=car&sr=1-158,2022-03-16 06:12:43.041143
B09CZ5MJ3C,2022,3,16,car camera,10,15,26,4.5,134.99,159.99,0,1,1,0,0,0,0,1,0,0,"Thu, Mar 17","Thu, Mar 17",0,"NexiGo D80 2.5K Mirror Dash Cam Front and Rear with Sony IMX335 STARVIS Sensor, 12 Inch Full Touch Screen, Super Night Vision, Emergency Recording, Waterproof Rearview Camera, Parking Assistance",http://amazon.com/NexiGo-D80-Emergency-Waterproof-Assistance/dp/B09CZ5MJ3C/ref=sr_1_159?keywords=Car+Video&qid=1647382290&s=car&smid=A1HNC035CZ2MR5&sr=1-159,2022-03-16 06:12:49.942726
B08P1GWQDB,2022,3,16,car camera,10,16,2036,3.7,92.00,120.00,0,1,1,0,0,0,0,1,$10.00 coupon applied at checkout,Save $10.00  with coupon,"Thu, Mar 17","Thu, Mar 17",0,"CarlinKit 3.0 Wireless CarPlay Adapter USB for Factory Wired CarPlay Cars (Model Year: 2019 to 2020), Wireless CarPlay Dongle Convert Wired to Wireless CarPlay…",http://amazon.com/Carlinkit-Wireless-CarPlay-Adapter-Factory/dp/B08P1GWQDB/ref=sr_1_160?keywords=Car+Video&qid=1647382290&s=car&sr=1-160,2022-03-16 06:12:54.114446
B07Q82XZKF,2022,3,16,car camera,10,17,125,4.0,197.69,0,0,1,1,0,0,0,0,0,0,0,"Fri, Mar 18","Fri, Mar 18",0,Fit for Honda Accord 7th gen radio with Apple Carplay 10.1 Inch Touchscreen Android 10 Car Radio Audio GPS Navigation A/C Control 1080P Video Bluetooth WiFi Mirror Link,http://amazon.com/Android-Navigation-2003-2007-Control-Bluetooth/dp/B07Q82XZKF/ref=sr_1_161?keywords=Car+Video&qid=1647382290&s=car&sr=1-161,2022-03-16 06:12:58.301400
B0993FCD3J,2022,3,16,car camera,10,18,4,5.0,79.99,0,0,1,1,0,0,0,0,0,0,0,"Thu, Mar 17","Thu, Mar 17",0,"Acteam Dash Cam with WiFi Full HD1080P Camera Recorder 2"" IPS Screen Car Camera with App G-Sensor,Night Vision,Loop Recording,170° Wide Angle,Support 128GB Max",http://amazon.com/Acteam-HD1080P-Recorder-G-Sensor-Recording/dp/B0993FCD3J/ref=sr_1_162?keywords=Car+Video&qid=1647382290&s=car&sr=1-162,2022-03-16 06:13:02.480058
B09BD5JMH7,2022,3,16,car camera,10,19,15,2.8,36.99,39.99,0,1,1,0,0,0,0,0,0,0,"Thu, Mar 17","Thu, Mar 17",0,Camera for Car Dash Cam Real-time Video on Phone app Mini Dashcam Car Video Recorder Home Security Camera Night Vision WDR G-Sensor Parking Monitor,http://amazon.com/Real-time-Dashcam-Recorder-Security-G-Sensor/dp/B09BD5JMH7/ref=sr_1_163?keywords=Car+Video&qid=1647382290&s=car&sr=1-163,2022-03-16 06:13:06.686090
B09JZFY9QG,2022,3,16,car camera,10,20,0,0,13.98,0,0,0,1,0,0,0,0,0,"Buy 5, save 4%",0,"Thu, Mar 31",0,0,"Sdoveb Front View Mirror Car DVR - HD 1080P Car DVR Vehicle Camera Video Recorder Dash Cam Night Vision 3.0 Inch, Mirror Dash Cam for Car, 120 °Wide Angle, G-Sensor, Anti-Vibration (Black)",http://amazon.com/Sdoveb-Front-View-Mirror-Anti-Vibration/dp/B09JZFY9QG/ref=sr_1_164?keywords=Car+Video&qid=1647382290&s=car&sr=1-164,2022-03-16 06:13:10.869546
B09HKQR7J1,2022,3,16,car camera,10,21,37,4.4,219.99,249.99,1,1,1,0,0,0,0,0,$20.00 coupon applied at checkout,Save $20.00  with coupon,"Thu, Mar 17","Thu, Mar 17",0,"Vantrue M2 2.5K Mirror Dash Cam for Car, 12"" 1440P Front and Rear View Dual Mirror Camera Waterproof Backup Camera with Sony Night Vision, GPS, Anti Glare, Parking Assistance, Supports 512G Max",http://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_car-electronics_sr_pg10_1?ie=UTF8&adId=A07138003C70LRKUFXFYV&url=%2FMirror-Dash-Cam-Waterproof-Assistance%2Fdp%2FB09HKQR7J1%2Fref%3Dsr_1_165_sspa%3Fkeywords%3DCar%2BVideo%26qid%3D1647382290%26s%3Dcar%26sr%3D1-165-spons%26psc%3D1&qualifier=1647382290&id=7283628577490767&widgetName=sp_btf,2022-03-16 06:13:15.042703
B06XYX1Y5Z,2022,3,16,car camera,10,22,18,3.4,154.99,0,1,1,1,0,0,0,0,0,0,0,"Thu, Mar 17","Thu, Mar 17",0,7 inch Car Truck Quad Split Monitor Built-in DVR Video Recording 4 Channels Quad Display Front/Left/Right/Back Camera AV Input for Trailer Camper Motorhome - 12V-24V LCD Screen,http://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_car-electronics_sr_pg10_1?ie=UTF8&adId=A06493062XLNUZ67K6BX7&url=%2FMonitor-Recording-Channels-Display-Motorhome%2Fdp%2FB06XYX1Y5Z%2Fref%3Dsr_1_166_sspa%3Fkeywords%3DCar%2BVideo%26qid%3D1647382290%26s%3Dcar%26sr%3D1-166-spons%26psc%3D1&qualifier=1647382290&id=7283628577490767&widgetName=sp_btf,2022-03-16 06:13:19.228236
