B00N6YEI6O,2022,3,16,lipstick,1,11,31266,4.3,5.16,7.49,0,1,1,0,0,0,0,0,$4.90 with Subscribe & Save discount,0,0.15 Ounce (Pack of 1),"Thu, Mar 17",0,"Maybelline Color Sensational Lipstick, Lip Makeup, Matte Finish, Hydrating Lipstick, Nude, Pink, Red, Plum Lip Color, Touch Of Spice, 0.15 oz; (Packaging May Vary)",http://amazon.com/Maybelline-New-York-Sensational-Lipstick/dp/B00N6YEI6O/ref=sr_1_11?keywords=Lipstick&qid=1647374806&s=beauty&sr=1-11,2022-03-16 04:07:44.251783
B07H43ZYGK,2022,3,16,lipstick,1,12,4857,4.3,3.15,7.99,0,1,1,0,0,0,0,0,$2.99 with Subscribe & Save discount,Extra 25% off  when you subscribe,0.14 Ounce (Pack of 1),"Thu, Mar 17",0,"Almay Lip Vibes, Love Yourself, 0.14 Ounce, cream lipstick",http://amazon.com/Almay-Vibes-Yourself-cream-lipstick/dp/B07H43ZYGK/ref=sr_1_12?keywords=Lipstick&qid=1647374806&rdc=1&s=beauty&sr=1-12,2022-03-16 04:07:48.447011
B00YFQ1JH8,2022,3,16,lipstick,1,13,19366,4.3,0.98,0,0,1,1,0,0,0,0,0,$0.93 with Subscribe & Save discount,0,0.13 Ounce (Pack of 1),"Thu, Mar 17",0,wet n wild Silk Finish Lipstick| Hydrating Lip Color| Rich Buildable Color| Just Garnet Red,http://amazon.com/Wet-Wild-Lipstick-Hydrating-Buildable/dp/B00YFQ1JH8/ref=sr_1_13?keywords=Lipstick&qid=1647374806&s=beauty&sr=1-13,2022-03-16 04:07:52.655934
B089FJBN4Z,2022,3,16,lipstick,1,14,4789,4.3,9.99,11.99,0,1,1,0,0,0,0,0,0,0,9 Piece Set,"Thu, Mar 17",($17.84/Ounce),8pcs Matte Liquid Lipstick with Lip Plumper Makeup Set Velvety Long Lasting High Pigmented Nude Waterproof Lip Gloss Kit Girls Women Make Up Gift Set,http://amazon.com/Lipstick-Plumper-Velvety-Pigmented-Waterproof/dp/B089FJBN4Z/ref=sr_1_14?keywords=Lipstick&qid=1647374806&s=beauty&sr=1-14,2022-03-16 04:07:56.865855
B00J2AP9OG,2022,3,16,lipstick,1,15,16398,4.5,3.94,8.99,0,1,1,0,0,0,0,0,$3.74 with Subscribe & Save discount,0,1 Count (Pack of 1),"Thu, Mar 17",0,"COVERGIRL Outlast All Day Top Coat, Clear, Pack of 1",http://amazon.com/COVERGIRL-Outlast-All-Day-Moisturizing-Lipstick/dp/B00J2AP9OG/ref=sr_1_15?keywords=Lipstick&qid=1647374806&s=beauty&sr=1-15,2022-03-16 04:08:01.072288
B001P2IIZG,2022,3,16,lipstick,1,16,14741,4.5,7.18,10.49,0,1,1,0,0,0,0,0,$6.82 with Subscribe & Save discount,0,0.07 Ounce (Pack of 1),"Thu, Mar 17",0,"Liquid Lipstick with Clear Lip Gloss by Revlon, ColorStay Face Makeup, Overtime Lipcolor, Dual Ended with Vitamin E in Plum / Berry, Always Siena (380), 0.07 Oz",http://amazon.com/Revlon-ColorStay-Overtime-Lipstick-Always/dp/B001P2IIZG/ref=sr_1_16?keywords=Lipstick&qid=1647374806&s=beauty&sr=1-16,2022-03-16 04:08:05.275126
B07GSRGXL2,2022,3,16,lipstick,1,17,4256,4.6,4.64,0,0,1,1,0,0,0,0,0,$4.41 with Subscribe & Save discount,0,1 Count (Pack of 1),"Thu, Mar 17",($30.93/Ounce),"Revlon Super Lustrous Lipstick with Vitamin E and Avocado Oil, Pearl Lipstick in Nude, 030 Pink Pearl, 0.15 oz",http://amazon.com/Revlon-Super-Lustrous-Lipstick-Pearl/dp/B07GSRGXL2/ref=sr_1_17?keywords=Lipstick&qid=1647374806&s=beauty&sr=1-17,2022-03-16 04:08:09.485595
B08MS77KPC,2022,3,16,lipstick,1,18,3502,4.3,7.18,10.99,0,1,1,0,0,0,0,0,$6.82 with Subscribe & Save discount,0,0.17 Fl Oz (Pack of 1),"Thu, Mar 17",0,"Liquid Lipstick by Revlon, Face Makeup, ColorStay Satin Ink, Longwear Rich Lip Colors, Formulated with Black Currant Seed Oil, 007 Partner in Crime, 0.17 Fl Oz",http://amazon.com/ColorStay-Lipstick-Longwear-Formulated-Currant/dp/B08MS77KPC/ref=sr_1_18?keywords=Lipstick&qid=1647374806&s=beauty&sr=1-18,2022-03-16 04:08:13.699038
B002H96420,2022,3,16,lipstick,1,19,6767,4.7,8.69,11.99,0,1,1,0,0,0,0,0,$8.26 with Subscribe & Save discount,0,1 Count (Pack of 1),"Thu, Mar 17",0,"REVLON ColorStay Ultimate Liquid Lipstick, Satin-Finish Longwear Full Coverage Lip Color, Miracle Mauve (030), 0.07 oz",http://amazon.com/Revlon-ColorStay-Ultimate-Lipstick-Miracle/dp/B002H96420/ref=sr_1_19?keywords=Lipstick&qid=1647374806&s=beauty&sr=1-19,2022-03-16 04:08:17.908097
B00LMQ38RS,2022,3,16,lipstick,1,20,2526,4.4,8.94,0,0,1,1,0,0,0,0,0,$8.49 with Subscribe & Save discount,0,1.15 Ounce (Pack of 1),"Thu, Mar 17",0,NYX PROFESSIONAL MAKEUP Lip Lingerie XXL Matte Liquid Lipstick - Flaunt It (Dusty Pink),http://amazon.com/NYX-PROFESSIONAL-MAKEUP-Lingerie-Lipstick/dp/B00LMQ38RS/ref=sr_1_20?keywords=Lipstick&qid=1647374806&s=beauty&sr=1-20,2022-03-16 04:08:22.110570
B073WZKFB8,2022,3,16,lipstick,1,21,2129,4.3,6.59,8.99,0,1,1,0,0,0,0,0,$6.26 with Subscribe & Save discount,0,1 Count (Pack of 1),"Thu, Mar 17",0,"Burts Bees 100% Natural Glossy Lipstick, Peony Dew - 1 Tube",http://amazon.com/Burts-Bees-Natural-Glossy-Lipstick/dp/B073WZKFB8/ref=sr_1_21?keywords=Lipstick&qid=1647374806&s=beauty&sr=1-21,2022-03-16 04:08:26.326253
B091HYG62H,2022,3,16,lipstick,1,22,1804,4.4,7.80,0,0,1,1,0,0,0,0,0,$7.41 with Subscribe & Save discount,Save $1.14  with coupon,1 Count (Pack of 1),"Thu, Mar 17",0,"Maybelline New York SuperStay Ink Crayon Matte Longwear Lipstick Makeup, Long Lasting Matte Lipstick With Built-in Sharpener, Pave The Road, 0.04 Oz",http://amazon.com/Maybelline-New-York-SuperStay-Sharpener/dp/B091HYG62H/ref=sr_1_22?keywords=Lipstick&qid=1647374806&s=beauty&sr=1-22,2022-03-16 04:08:30.537416
B002F3R44K,2022,3,16,lipstick,1,23,3466,4.6,4.97,8.39,0,1,1,0,0,0,0,0,$4.72 with Subscribe & Save discount,0,0.14 Ounce (Pack of 1),"Thu, Mar 17",0,"Lipstick by Revlon, Super Lustrous Lipstick, High Impact Lipcolor with Moisturizing Creamy Formula, Infused with Vitamin E and Avocado Oil, 415 Pink in the Afternoon",http://amazon.com/Revlon-Super-Lustrous-Lipstick-Afternoon/dp/B002F3R44K/ref=sr_1_23?keywords=Lipstick&qid=1647374806&s=beauty&sr=1-23,2022-03-16 04:08:37.573741
B08QYF6698,2022,3,16,lipstick,1,24,615,4.5,28.05,0,0,1,1,0,0,0,0,0,$26.65 with Subscribe & Save discount,Extra 25% off  when you subscribe,0.15 Ounce (Pack of 5),"Thu, Mar 17",0,"REVLON Super Lustrous Lipstick, 5 Piece Multi-finish Lipcolor Gift Set, in Cream Pearl & Matte, Pack of 5",http://amazon.com/REVLON-Lustrous-Lipstick-Multi-finish-Lipcolor/dp/B08QYF6698/ref=sr_1_24?keywords=Lipstick&qid=1647374806&rdc=1&s=beauty&sr=1-24,2022-03-16 04:08:41.766242
B08YFD3WSG,2022,3,16,lipstick,1,25,474,3.9,3.99,0,0,1,1,0,0,0,0,0,Save more with Subscribe & Save,0,0.11 Ounce (Pack of 1),"Thu, Mar 17",0,"essence | Glimmer GLOW Lipstick | pH Technology Provides Your Own Unique Shade | Subtle & Sheer Pink Color | Vegan & Cruelty Free | Paraben Free, Gluten Free, Oil Free, Preservative Free",http://amazon.com/essence-Lipstick-Technology-Provides-Preservative/dp/B08YFD3WSG/ref=sr_1_25?keywords=Lipstick&qid=1647374806&s=beauty&sr=1-25,2022-03-16 04:08:45.976514
B004LXJOEK,2022,3,16,lipstick,1,26,29339,4.3,5.99,0,0,1,1,0,0,0,0,0,$5.69 with Subscribe & Save discount,0,0.27 Ounce (Pack of 1),"Thu, Mar 17",0,"NYX PROFESSIONAL MAKEUP Soft Matte Lip Cream, Lightweight Liquid Lipstick - Abu Dhabi (Deep Rose-Beige)",http://amazon.com/NYX-Soft-Matte-Cream-Dhabi/dp/B004LXJOEK/ref=sr_1_26?keywords=Lipstick&qid=1647374806&s=beauty&sr=1-26,2022-03-16 04:08:52.565702
B07G8MPX16,2022,3,16,lipstick,1,27,36,4.3,24.99,0,1,1,1,0,0,0,0,0,$23.74 with Subscribe & Save discount,0,"Thu, Mar 17","Thu, Mar 17",($24.99/Count),"Essence of Argan Moisturizing Lipstick - Enriched with 100% Pure Organic Argan Oil, Shea Butter - Voluptuous Sexy Lips - Sunscreen, Hydration & Nourishing - Long Lasting Lip Balm - Chocolate Kiss",http://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_beauty_sr_pg1_1?ie=UTF8&adId=A0793178K1AK39MYNMMH&url=%2FEssence-Argan-Lipstick-Chocolate-Kiss%2Fdp%2FB07G8MPX16%2Fref%3Dsr_1_27_sspa%3Fkeywords%3DLipstick%26qid%3D1647374806%26s%3Dbeauty%26sr%3D1-27-spons%26psc%3D1&qualifier=1647374806&id=6370909774459277&widgetName=sp_mtf,2022-03-16 04:08:56.746246
B076B1KJMS,2022,3,16,lipstick,1,28,67,4.1,19.17,25.00,1,1,1,0,0,0,0,0,0,0,"Thu, Mar 17","Thu, Mar 17",0,"Pupa Milano I'M Matt Pure Color Lipstick - Velvety and Matt Lip Color - For Extraordinary Performance - Rich And Creamy Texture - 071 True Red - 0.123 Oz,I0111693",http://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_beauty_sr_pg1_1?ie=UTF8&adId=A06437391E5BYOZR4Y9PR&url=%2FAm-Matt-Pure-Colour-Lipstick%2Fdp%2FB076B1KJMS%2Fref%3Dsr_1_28_sspa%3Fkeywords%3DLipstick%26qid%3D1647374806%26s%3Dbeauty%26sr%3D1-28-spons%26psc%3D1&qualifier=1647374806&id=6370909774459277&widgetName=sp_mtf,2022-03-16 04:09:00.963337
B09K41S6Z6,2022,3,16,lipstick,1,29,47,4.2,12.99,18.99,1,1,1,0,0,0,0,0,Save more with Subscribe & Save,0,2.08 Ounce,"Thu, Mar 17",($0.13/Count),"KUSSLIPPE Mini Lipstick Set ,12 Colors Capsules Matte Lipstick, Pill Shaped Lipstick, Waterproof Long Lasting Mini Capsules Velvet Lipstick Set ,Mini Pill Lipstick for Women (12 PCS)",http://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_beauty_sr_pg1_1?ie=UTF8&adId=A0692812368RG8L7J9WK0&url=%2FKUSSLIPPE-Lipstick-Capsules-Waterproof-Lasting%2Fdp%2FB09K41S6Z6%2Fref%3Dsr_1_29_sspa%3Fkeywords%3DLipstick%26qid%3D1647374806%26s%3Dbeauty%26sr%3D1-29-spons%26psc%3D1&qualifier=1647374806&id=6370909774459277&widgetName=sp_mtf,2022-03-16 04:09:07.845184
B08SWHKGMF,2022,3,16,lipstick,1,30,2496,4.1,5.99,0,0,1,1,0,0,0,0,0,Save more with Subscribe & Save,0,0.08 Fl Oz (Pack of 6),"Thu, Mar 17",0,"CmaaDu 6Pcs Matte Liquid Lipstick Lipgloss Lip Gloss Stain Makeup Set for Women, Deep Dark Red Original 24 Hour Matte Lipstick Long Lasting labiales matte mate larga duracion 24 horas originales A-04",http://amazon.com/lipstick-Lipstick-Waterproof-Lipgloss-Cosmetics/dp/B08SWHKGMF/ref=sr_1_30?keywords=Lipstick&qid=1647374806&s=beauty&sr=1-30,2022-03-16 04:09:12.043867
B095KXTBNZ,2022,3,16,lipstick,1,31,6,4.7,28.54,0,0,1,1,0,0,0,0,0,0,0,0.06 Ounce (Pack of 1),"Thu, Mar 17",0,Clinique Almost Lipstick Black Honey 0.06 Ounce Full Size Unbox,http://amazon.com/Clinique-Almost-Lipstick-Black-Honey/dp/B095KXTBNZ/ref=sr_1_31?keywords=Lipstick&qid=1647374806&s=beauty&sr=1-31,2022-03-16 04:09:16.244591
B07XTRTR4Z,2022,3,16,lipstick,1,32,8518,4.5,3.95,8.49,0,1,1,0,0,0,0,0,$3.75 with Subscribe & Save discount,0,1 Count (Pack of 1),"Thu, Mar 17",0,"Revlon Super Lustrous Lipstick, High Impact Lipcolor with Moisturizing Creamy Formula, Infused with Vitamin E and Avocado Oil in Red / Coral, Extra Spicy (761)",http://amazon.com/Revlon-Lustrous-Lipstick-Vitamin-Avocado/dp/B07XTRTR4Z/ref=sr_1_32?keywords=Lipstick&qid=1647374806&s=beauty&sr=1-32,2022-03-16 04:09:20.452425
B07JRG2R4Q,2022,3,16,lipstick,1,33,1369,4.6,8.87,0,0,1,1,0,0,0,0,0,$8.43 with Subscribe & Save discount,0,0.14 Ounce (Pack of 2),"Thu, Mar 17",0,"Rimmel Lasting Finish Extreme Lipstick, Candy, 0.08 Fl Oz, Pack of 2",http://amazon.com/Rimmel-Lasting-Finish-Lipstick-Candy/dp/B07JRG2R4Q/ref=sr_1_33?keywords=Lipstick&qid=1647374806&s=beauty&sr=1-33,2022-03-16 04:09:24.661392
B08J489QBS,2022,3,16,lipstick,1,34,1705,4.1,12.99,16.99,0,1,1,0,0,0,0,0,0,0,12 Count (Pack of 1),"Thu, Mar 17",0,12Pcs/Set Velvet Matte Liquid Lipstick Makeup Classic Waterproof Long Lasting Smooth Soft Reach Colors Full Lips Gloss For Women Gift,http://amazon.com/Velvet-Lipstick-Classic-Waterproof-Lasting/dp/B08J489QBS/ref=sr_1_34?keywords=Lipstick&qid=1647374806&s=beauty&sr=1-34,2022-03-16 04:09:28.862621
B00WQ08ZQ8,2022,3,16,lipstick,1,35,116,4.7,5.50,6.35,0,1,1,0,0,0,0,0,0,0,0.13 Ounce (Pack of 1),"Fri, Mar 18",($42.31/Ounce),Clinique Pop Lip Colour + Primer - Plum Pop,http://amazon.com/Clinique-Pop-Lip-Colour-Primer/dp/B00WQ08ZQ8/ref=sr_1_35?keywords=Lipstick&qid=1647374806&s=beauty&sr=1-35,2022-03-16 04:09:33.053607
B00AX5X89M,2022,3,16,lipstick,1,36,11879,4.4,7.18,10.49,0,1,1,0,0,0,0,0,$6.82 with Subscribe & Save discount,0,1 Count (Pack of 1),"Thu, Mar 17",0,"Lipstick by Revlon, ColorStay Ultimate Suede Lipstick, High Impact Lip color with Moisturizing Creamy Formula, Infused with Vitamin E, 075 Cruise Collection, 0.09 Oz",http://amazon.com/ColorStay-Ultra-Hydrating-High-Impact-Formulated-Collection/dp/B00AX5X89M/ref=sr_1_36?keywords=Lipstick&qid=1647374806&s=beauty&sr=1-36,2022-03-16 04:09:37.261522
B01MQZ89I9,2022,3,16,lipstick,1,37,7320,4.4,4.98,5.49,0,1,1,0,0,0,0,0,$4.73 with Subscribe & Save discount,0,0.8 Ounce (Pack of 1),"Thu, Mar 17",0,"wet n wild Megalast Liquid Catsuit Lipstick, Missy and Fierce, 6 Gram",http://amazon.com/Megalast-Liquid-Catsuit-Lipstick-Fierce/dp/B01MQZ89I9/ref=sr_1_37?keywords=Lipstick&qid=1647374806&s=beauty&sr=1-37,2022-03-16 04:09:41.467992
B08GG25RNF,2022,3,16,lipstick,1,38,2283,4.0,12.98,0,0,1,1,0,0,0,0,0,Save more with Subscribe & Save,0,6 Count (Pack of 1),"Thu, Mar 17",0,"6Pcs Lip Liner and Lipstick Set, DNM Nude Dark Red Matte Matt Mat Pens Lipstick 24H and with Lip Liner Makeup Set for Black Mature Women Matt Liquid Long Lasting labiales mate 24 horas originales A01",http://amazon.com/Lipstick-Waterproof-Lasting-Matching-Lipliner/dp/B08GG25RNF/ref=sr_1_38?keywords=Lipstick&qid=1647374806&s=beauty&sr=1-38,2022-03-16 04:09:45.672894
B09KX4939D,2022,3,16,lipstick,1,39,106,4.5,5.97,0,0,1,1,0,0,0,0,0,$5.67 with Subscribe & Save discount,0,0.13 Ounce,"Thu, Mar 17",0,"L'Oreal Paris Colour Riche reds of worth creamy, saturated satin red lipsticks that make a statement, Ambitious Red, 0.13 oz",http://amazon.com/LOreal-Paris-saturated-lipsticks-statement/dp/B09KX4939D/ref=sr_1_39?keywords=Lipstick&qid=1647374806&s=beauty&sr=1-39,2022-03-16 04:09:49.888060
B09MVHDQRG,2022,3,16,lipstick,1,40,81,3.8,12.88,0,0,1,1,0,0,0,0,0,Save more with Subscribe & Save,0,12 Count (Pack of 1),"Thu, Mar 17",($6.44/Fl Oz),"12pcs Lip Liner and Lipstick Makeup Set, 6 Velvety Matte Liquid Lipsticks + 6 Matching Smooth Lip Liner One Step Lips Makeup Kits Waterproof Long Lasting Matte Lipstick Gift Set",http://amazon.com/Lipstick-Velvety-Lipsticks-Matching-Waterproof/dp/B09MVHDQRG/ref=sr_1_40?keywords=Lipstick&qid=1647374806&s=beauty&sr=1-40,2022-03-16 04:09:54.100435
B002LA3SWO,2022,3,16,lipstick,1,41,826,4.3,12.89,0,0,1,1,0,0,0,0,0,$12.25 with Subscribe & Save discount,0,0.13 Ounce (Pack of 1),"Thu, Mar 17",0,"Mineral Fusion Lipstick, Alluring, .137 Ounce",http://amazon.com/Mineral-Fusion-Lipstick-Alluring-14-Ounce/dp/B002LA3SWO/ref=sr_1_41?keywords=Lipstick&qid=1647374806&s=beauty&sr=1-41,2022-03-16 04:09:58.306894
B07XVTVT4S,2022,3,16,lipstick,1,42,5575,4.5,6.97,9.99,0,1,1,0,0,0,0,0,$6.62 with Subscribe & Save discount,0,0.15 Ounce (Pack of 1),"Thu, Mar 17",0,"Lipstick by Revlon, Super Lustrous Glass Shine Lipstick, High Shine Lipcolor with Moisturizing Creamy Formula, Infused with Hyaluronic Acid, Aloe and Rose Quartz, 003 Glossed Up Rose, 0.15 Oz",http://amazon.com/Revlon-Lustrous-Lipstick-Moisturizing-Glossed/dp/B07XVTVT4S/ref=sr_1_42?keywords=Lipstick&qid=1647374806&s=beauty&sr=1-42,2022-03-16 04:10:02.519710
B09JSJLWK5,2022,3,16,lipstick,1,43,4,4.7,16.99,0,0,1,1,0,0,0,0,0,50% coupon applied at checkout,Save 50%  with coupon,"Thu, Mar 17","Thu, Mar 17",($2.83/Count),"SUSIKEKI 6PCS Double Ended Lipstick Makeup Set - Included Shimmer Metallic Lip Gloss + Glitter Matte Lipstick with Lip Plumper and Lip Primer, High Pigmented Long Lasting Lip Stain Make Up Kit for Women Girls",http://amazon.com/SUSIKEKI-Double-Ended-Lipstick-Makeup/dp/B09JSJLWK5/ref=sr_1_43?keywords=Lipstick&qid=1647374806&s=beauty&sr=1-43,2022-03-16 04:10:06.733761
B0047X594I,2022,3,16,lipstick,1,44,2792,4.6,4.39,4.92,0,1,1,0,0,0,0,0,$4.17 with Subscribe & Save discount,0,0.14 Ounce (Pack of 1),"Thu, Mar 17",0,"Rimmel lasting finish extreme lipstick, Heather Shimmer, Pack of 1",http://amazon.com/Rimmel-Lasting-Lipstick-Heather-Shimmer/dp/B0047X594I/ref=sr_1_44?keywords=Lipstick&qid=1647374806&s=beauty&sr=1-44,2022-03-16 04:10:10.935889
B08H3MJXZT,2022,3,16,lipstick,1,45,2831,4.5,6.96,8.99,0,1,1,0,0,0,0,0,$6.61 with Subscribe & Save discount,Save $0.97  with coupon,1 Count (Pack of 1),"Thu, Mar 17",0,"Maybelline New York Color Sensational Ultimatte Lipstick-Lightweight Comfortable Lip Color With Intense Color Pigment And Soft Powder, 899 MORE RUST, 1 Oz,1 Count (Pack of 1)",http://amazon.com/Maybelline-New-York-Sensational-Lipstick-Lightweight/dp/B08H3MJXZT/ref=sr_1_45?keywords=Lipstick&qid=1647374806&s=beauty&sr=1-45,2022-03-16 04:10:15.144592
B0936ZJ8CT,2022,3,16,lipstick,1,46,636,4.0,9.99,0,0,1,1,0,0,0,0,0,Save more with Subscribe & Save,0,10 Count (Pack of 1),"Thu, Mar 17",0,"evpct 10Pcs Liquid Matte Lipstick Matte Set for Women,CmaaDU Dark Red Waterproof Matt Lipstick Set Matt Liquid Long Lasting Lip Stain Makeup Kit labiales matte mate larga duracion 24 horas originales",http://amazon.com/Lipstick-Lasting-Waterproof-evpct-Lipsticks/dp/B0936ZJ8CT/ref=sr_1_46?keywords=Lipstick&qid=1647374806&s=beauty&sr=1-46,2022-03-16 04:10:19.362784
B08ZJPM118,2022,3,16,lipstick,1,47,540,4.0,6.99,0,0,1,1,0,0,0,0,0,0,0,0.21 Fl Oz (Pack of 3),"Thu, Mar 17",0,"3Pcs Matte 24-hour Liquid Lipstick Sets,DNM Matte Dark Red Purple Permanent Stay on Lipstick Lip Set for Black Women Long Lasting 24 Hours Smudge Proof labiales matte labial mate larga duracion 24 01",http://amazon.com/24-hour-Lipstick-Permanent-labiales-duracion/dp/B08ZJPM118/ref=sr_1_47?keywords=Lipstick&qid=1647374806&s=beauty&sr=1-47,2022-03-16 04:10:23.565622
B07XTTDTX6,2022,3,16,lipstick,1,48,4321,4.3,8.49,0,0,1,1,0,0,0,0,0,$8.07 with Subscribe & Save discount,0,0.74 Ounce (Pack of 1),"Thu, Mar 17",0,"Revlon Super Lustrous The Luscious Mattes Lipstick, 020 Onyx, 0.74 oz",http://amazon.com/Revlon-Lustrous-Luscious-Mattes-Lipstick/dp/B07XTTDTX6/ref=sr_1_48?keywords=Lipstick&qid=1647374806&s=beauty&sr=1-48,2022-03-16 04:10:27.769670
