B08BS46172,2022,3,16,3,Good product.  Good price.  Will buy again!,5.0 out of 5 stars,8 people found this helpful,"Reviewed in the United States on July 29, 2020",Lexi Parker,,Verified Purchase,,This is now my new favorite shampoo.  I am not sure if it's because of the Red Onion Oil or this shampoo but my hair does fall out less.  Thanks and will continue to use.,2022-03-16 01:35:50.357885
B08BS46172,2022,3,16,4,Missing about an oz and a half of product,1.0 out of 5 stars,2 people found this helpful,"Reviewed in the United States on November 10, 2021",Dannyelle Moore,,Verified Purchase,,"For the price of this small bottle of shampoo, it’s not worth buying. About an oz of the bottle was missing product upon delivery. And it was packaged that way. I am positive you can find a better company and product for the same price. The product also really stripped the moisture from my hair. Definitely will not be buying again.",2022-03-16 01:35:50.357885
B08BS46172,2022,3,16,5,Su olor me sorprende.. una fragancia duradera,4.0 out of 5 stars,One person found this helpful,"Reviewed in the United States on June 9, 2021",Margarita Garcia ,,Verified Purchase,,"Aun no puedo decir que es excelente,  lo compre para que me ayude con el crecimiento del cabello, y  es muy poco tiempo para ver resultados.  Pero su fragancia es muy buena,  deja el cabello muy áspero creo que debía comprar un acondicionador .",2022-03-16 01:35:50.357885
B08BS46172,2022,3,16,6,I like it,5.0 out of 5 stars,3 people found this helpful,"Reviewed in the United States on May 11, 2021",Johana,,Verified Purchase,,I like it. It is small bottle but it is good for my hair.,2022-03-16 01:35:50.357885
B08BS46172,2022,3,16,7,smelly don't like it.,2.0 out of 5 stars,One person found this helpful,"Reviewed in the United States on September 21, 2021",Jim W,,Verified Purchase,,smells bad to me. i.dont like.odor.,2022-03-16 01:35:50.357885
B08BS46172,2022,3,16,8,I buy it,3.0 out of 5 stars,One person found this helpful,"Reviewed in the United States on September 24, 2021",Diana Day,,Verified Purchase,,"This shampoo came una super small bottle, I have a short hair I think it just going to last for a couple weeks.",2022-03-16 01:35:50.357885
B07BF4KX26,2022,3,16,1,Yes....it works,5.0 out of 5 stars,173 people found this helpful,"Reviewed in the United States on October 14, 2018",KGRoo,,Verified Purchase,,This works so well. I combine both No Yellow and No Orange (to get my desired level of ash blonde) with Olaplex and am stunned with the amazing results. My hair is also not very porous so it takes sometime for the product to work,2022-03-16 01:37:17.217994
B07BF4KX26,2022,3,16,2,MY GO TO!!,5.0 out of 5 stars,98 people found this helpful,"Reviewed in the United States on July 30, 2019",Victoria Davila,,Verified Purchase,,"I’ve been using the no yellow for a while, and I love it. I recently got my hair done but didn’t like how warm it was so I used the no yellow, thinking it would fix it. It turned my hair ashier like I wanted but the top part of my hair was still brassy, so I decided to purchase these two and try out the no orange. I got next day delivery so I wouldn’t have to wait, and when I opened it, I noticed some of the product spilled out but mine wasn’t as bad as others. So I used the no orange twice. The first time I left it on for 10 minutes and it took off a little bit of the brassyness in my hair but not much. The second time, I left it on again for 10 minutes, and this time it completely removed it. The scent of the shampoo was nice, and not too overwhelming. The color of it was dark dark blue that turned lighter as you applied it. What I noticed is that you have to go in sections and apply the shampoo evenly so that way it can completely and evenly coat your hair. All positive from me, I don’t have any complaints at all. This is my go to and definitely great for the price.",2022-03-16 01:37:17.217994
B07BF4KX26,2022,3,16,3,Missing half my order,1.0 out of 5 stars,54 people found this helpful,"Reviewed in the United States on July 24, 2018",L sp,,Verified Purchase,,"Missing half the order. I ordered this duo of the no yellow and no orange and I only recieved the no yellow in the order. I paid for the set, only got one",2022-03-16 01:37:17.217994
B07BF4KX26,2022,3,16,4,“No orange” bottle contains purple shampoo.,1.0 out of 5 stars,21 people found this helpful,"Reviewed in the United States on September 1, 2020",Amber Shugars,,Verified Purchase,,Listen to all the reviews on here. I thought maybe the reviews were old and they had fixed the issue but I received my package with “purple” shampoo all over the package. Only to inspect it further & see it was actually the blue bottle leaking. I wondered why it looked purple so I compared the two & both bottles have the exact same purple shampoo in it. I bought this primarily for the blue shampoo & I have to question the authenticity with this issue. I have a feeling this is a counterfeit item & should have known better than to order a beauty product on Amazon.,2022-03-16 01:37:17.217994
B07BF4KX26,2022,3,16,5,Surprised it works.,4.0 out of 5 stars,21 people found this helpful,"Reviewed in the United States on February 16, 2019",Lindsay,,Verified Purchase,,This is the first review I ever wrote! I figured I would do it to help other people out because I’m a kind of person who always looks at 3748292847 million reviews when but something. So I have seen other people but this and it is damaged when it comes in the mail. I have not used it yet. I’m going to upload pictures a before and after to show you guys what one use looks like !! I have dark brown hair now ! Im trying to do a balayage. Right now my hair is in the stage where it is yellow with just a little brass so I figured why not get these two shampoos and maybe mix it together and let it set in my hair. These pictures are a before and after. The one of me taking a picture in the mirror is before and the side view is after. This is after one use only. Left of hair for 2 mins next time will leave on hair for 5 mins. On the bottle it says leave on for 1-5 mins! So I didn’t wanna leave it on too long because I never used it before. I used gloves but I don’t think it will stain your hands if you wash right away. Since they work together very well if you just get one or the other it will work for your hair if you have yellow hair or brassy hair. I was surprised how it took MOST of the yellow out !! With sitting in my hair only for two mins!! I will leave my name at the end of this so you can look at for when I do use it again. I’m reallt not sure how many times you can use this. I was told you are supposed to use this shampoo twice a week. My friend said she uses it every other day and her hair is white blonde !! It don’t smell too bad either. But if your like me and in the process of coloring your hair to help keep moisture in your hair I would use “ it’s a ten mask “ as conditioner. That stuff WORKS ! Love it. It’s expensive but I will pay for it. Helps with everything !!-lindsay,2022-03-16 01:37:17.217994
B07BF4KX26,2022,3,16,6,"I don't get it, did nothing for me",1.0 out of 5 stars,26 people found this helpful,"Reviewed in the United States on December 17, 2018",Brie,,Verified Purchase,,"Fanola no yellow and no orange did nothing for my brassy hair. I watched videos and read reviews of people who has the same level of brassy hair as myself who claim this took them from yellow to ashy blonde... I have no idea if it's just my hair or if this product is a scam but I was really disappointed. The white in my hair just turned purple and I was told by the lady at Sally Beauty it's because I used to warm off water to rinse my hair,  idk.",2022-03-16 01:37:17.217994
B07BF4KX26,2022,3,16,7,Love It! After these shampoos you won't ever need to use an actual toner u use developer with,5.0 out of 5 stars,15 people found this helpful,"Reviewed in the United States on August 11, 2019",Cassandra,,Verified Purchase,,I love these products so much I used the no yellow first then followed up with the no orange. As you can see by the photos there is a noticeable difference.some blue tint stayed in the front ends but I expected that would happen fur to the platinum klenditioner I had new using prior. Overall this product is a game changer for toning shampoos. Oh and I left the no yellow on for bout a minute and the no orange for about 30 seconds lol. As far as it staying the hands it did at first but the second I washed them with soap it came off.,2022-03-16 01:37:17.217994
B01ITVHMRA,2022,3,16,1,Lives Up To Its Name,5.0 out of 5 stars,6 people found this helpful,"Reviewed in the United States on November 29, 2019",Angela M,,Verified Purchase,,I used to be able to find this product in my local JCP but they apparently don’t sell it in-store anymore. Was pleased to find that Amazon sold the spring-loaded shampoo and conditioner at a lower price than what I found on JCP’s website. This product is pricey as shampoos go but worth it because it lives up to its promise of spring-loaded (bouncy and defined) curls.,2022-03-16 01:37:56.716299
B01ITVHMRA,2022,3,16,2,Must for Curly Hair,5.0 out of 5 stars,11 people found this helpful,"Reviewed in the United States on June 17, 2016",Carrie Bourlier,,Verified Purchase,,Love this shampoo. I have naturally curly hair that tends to frizz all summer. My hair stylist recommended I try the conditioner (I did and purchased it from the beauty salon) I loved it but it was expensive. Came to amazon and found the shampoo and conditioner for half the price.,2022-03-16 01:37:56.716299
B01ITVHMRA,2022,3,16,3,It is good for curly hair,4.0 out of 5 stars,,"Reviewed in the United States on December 2, 2021",Amanda,,Verified Purchase,,The product is ok. I used it after getting a perm and curls. I used the shampoo and leave in conditioner. My hair is long and thick and hard to comb out. I would need extra leave in conditioner just to comb out. I believe the extra was causing my scalp to itch and my hair don’t feel as clean as expected.,2022-03-16 01:37:56.716299
B01ITVHMRA,2022,3,16,4,Only shampoo on the market like it. Really helps to increase curl -- most ...,5.0 out of 5 stars,8 people found this helpful,"Reviewed in the United States on November 21, 2017",Janice F.,,Verified Purchase,,Only shampoo on the market like it.  Really helps to increase curl -- most products are relaxants.,2022-03-16 01:37:56.716299
B01ITVHMRA,2022,3,16,5,Five Stars,5.0 out of 5 stars,7 people found this helpful,"Reviewed in the United States on April 2, 2018",Marian Moore,,Verified Purchase,,Best curl stampoo I have ever used. This product gives great definition to my curls without frizz.,2022-03-16 01:37:56.716299
B01ITVHMRA,2022,3,16,6,No,1.0 out of 5 stars,,"Reviewed in the United States on January 6, 2021",Luisa R.,,Verified Purchase,,Left my hair very dry and like a broom. My curls wer completely gone. I wouldn’t recommend. If you want a good brand try Redken. If you are vegan and want a zero cruelty try Shea Moisture,2022-03-16 01:37:56.716299
B01ITVHMRA,2022,3,16,7,Mixed...,3.0 out of 5 stars,,"Reviewed in the United States on December 9, 2020",Gypsy Willams,,Verified Purchase,,"Cons: Does not keep my mixed race (half black, half white) curly hair under control. Pros: it works great for my sons wavy thick hair. He seems to have great hair day's with this product",2022-03-16 01:37:56.716299
B01ITVHMRA,2022,3,16,8,Makes curly hair beautiful and the shine is fantastic,5.0 out of 5 stars,,"Reviewed in the United States on July 21, 2021",Pamela,,Verified Purchase,,Fantastic shampoo that works wonders for my husband’s curly hair. After uses it the girls are beautiful and the shine is fantastic,2022-03-16 01:37:56.716299
B08G5L31DN,2022,3,16,1,Not my choice,3.0 out of 5 stars,2 people found this helpful,"Reviewed in the United States on March 1, 2021",Keysie Llorens,,Verified Purchase,,"Putting 3 stars only because it did not work for me, however it used to work for my husband.",2022-03-16 01:38:15.827826
B08G5L31DN,2022,3,16,2,Helps with hair loss,5.0 out of 5 stars,One person found this helpful,"Reviewed in the United States on August 15, 2021",Amazon Customer,,Verified Purchase,,My husband started loosing patches of hair after using this shampoo for a month his hair is much thicker and stronger.,2022-03-16 01:38:15.827826
B08G5L31DN,2022,3,16,3,Absolute NO!!,2.0 out of 5 stars,,"Reviewed in the United States on January 15, 2022",Frank,,Verified Purchase,,"This shampoo makes my hair sticky. I had to shampoo it like 3x bc it left my hair hard and stiff, in a severe need of conditioner. So as usual, I then conditioned my hair but even thereafter, my hair was not smooth or easy to comb. So, it’s a definite no!",2022-03-16 01:38:15.827826
B08G5L31DN,2022,3,16,4,100% excelente,5.0 out of 5 stars,,"Reviewed in the United States on January 22, 2022",Veronica Guevara,,Verified Purchase,,Estoy encantada con este Shampoo . Se me caía mucho mi cabello y desde que lo uso . Eso cambio y ahorita hasta me esta creciendo 🥰 estoy que lo dejo de usar .,2022-03-16 01:38:15.827826
B08G5L31DN,2022,3,16,5,Great price,5.0 out of 5 stars,,"Reviewed in the United States on August 3, 2021",Alan ,,Verified Purchase,,Fast shipping great product at great price.,2022-03-16 01:38:15.827826
B08G5L31DN,2022,3,16,6,Shipped with loose lid,4.0 out of 5 stars,One person found this helpful,"Reviewed in the United States on May 8, 2021",Amazon Customer,,Verified Purchase,,"Product was shipped with the lid left slightly unscrewed. There was some leaking in the box by the time it got to me. Not a huge amount, but not how things should have gone regardless.",2022-03-16 01:38:15.827826
B08G5L31DN,2022,3,16,7,Great volume and does not affect color of hair.,5.0 out of 5 stars,,"Reviewed in the United States on February 13, 2022",Linda Kowalski,,Verified Purchase,,"Great product, hard to find and works well.",2022-03-16 01:38:15.827826
B08G5L31DN,2022,3,16,8,Package better,3.0 out of 5 stars,,"Reviewed in the United States on June 24, 2021",Raquel Hernandez,,Verified Purchase,,I love this shampoo but they should of packaged it better it opened in the box there was no padding i ordered 3 and a bag of candy it got all over the place,2022-03-16 01:38:15.827826
B001LFHYW0,2022,3,16,1,PRE-swim = SOAK your hair with TAP water & always wear a swim cap,5.0 out of 5 stars,37 people found this helpful,"Reviewed in the United States on December 30, 2019",DriverMama,,Verified Purchase,,"After swimming for 10 weekdays, an hour daily,  without a cap, at the YMCA, my usually soft, silky, very straight hair felt, looked, & acted like straw.",2022-03-16 01:39:12.752323
B001LFHYW0,2022,3,16,2,Gets hair back under control,5.0 out of 5 stars,22 people found this helpful,"Reviewed in the United States on July 3, 2019",Beez,,Verified Purchase,,"I was in the pool quite a bit already this summer and my hair became quite dry and a mess.  I showered and shampooed after every swim but the chlorine smell was still ever-present, my scalp was becoming very dry, and it constantly itched no matter how much conditioner I used.  I ended up getting sores on my scalp.  The itching was so bad, people began to wonder if I had lice!!!",2022-03-16 01:39:12.752323
B001LFHYW0,2022,3,16,3,It works!!,5.0 out of 5 stars,36 people found this helpful,"Reviewed in the United States on October 5, 2017",Gordon Lear,,Verified Purchase,,"My son has been on a club for 6 years and now trains 25 hrs a week and his hair was 90% dead..Out of all his team mates he had the most messed up moss.  hair has been same length for years... with zero hair cuts.  It just breaks off. After a shampoo and air dry it was crispy and you could fold it.  Yes, fold it and it would stay in place.  Was exactly like shinny cardboard.  Started using TRISWIM and got fast results.  You can tell he is still a swimmer by his ""just go out of the pool"" hair style but it is part of his identity and living trophy for all the hard work.  But it is healthy (for a swimmer), growing and is looking forward to his hair cut. Best product we have found.",2022-03-16 01:39:12.752323
B001LFHYW0,2022,3,16,4,Saved my Head,5.0 out of 5 stars,42 people found this helpful,"Reviewed in the United States on May 18, 2016",Kindle Customer,,Verified Purchase,,"I've been using this product since December (so around 5 month) and I recommend it to all of my co-workers. I work as a swim instructor year-round in an indoor pool. I usually spend at least 4 hours a day, 7 days a week in the pool. Before I started using this, my hair would not grow and it was green-ish (I'm blonde so it shows up really well). Since using this my hair is back to it's natural color, and it continues to grow as it should. EVERYONE SHOULD BUY THIS!",2022-03-16 01:39:12.752323
B001LFHYW0,2022,3,16,5,Works well to remove the green from the chlorinated pool water,5.0 out of 5 stars,12 people found this helpful,"Reviewed in the United States on June 18, 2019",McPenguin5,,Verified Purchase,,"I have been swimming laps to build up my hip and thigh muscles before hip replacement surgery. I started swimming without thinking about the effect of the chlorine on my hair! I went to Amazon and selected this shampoo to help this. It does smell nice and it does keep the green out. However, I do wish it was able to do something about the  coarseness that the chlorine does. I guess I need some other product for that.",2022-03-16 01:39:12.752323
B001LFHYW0,2022,3,16,6,"Amazing Scent, Crappy Bottle",3.0 out of 5 stars,3 people found this helpful,"Reviewed in the United States on August 29, 2020",teejay,,Verified Purchase,,I love the scent of this shampoo.,2022-03-16 01:39:12.752323
B001LFHYW0,2022,3,16,7,Mean on Chlorine,5.0 out of 5 stars,,"Reviewed in the United States on December 10, 2021",Abraham,,Verified Purchase,,"After swimming daily at a fitness center’s indoor pool, I began to notice my hair becoming dry and brittle.  I went to a local hair care shop where I learned about a specially designed product called a clarifying shampoo.  Unfortunately, it was not in stock, so, like everyone else, I went to Amazon and I randomly chose TRISIM out of a wide selection of products.  Although I can’t speak to the quality of similar shampoos, I am quite satisfied with TRISWIM for several reasons.  I like the pleasant fragrance and the gently foaming action that it creates, moisturizing my hair as I massage it into my scalp.  The color is a calming baby blue, and the container is compact and lightweight.  The large flat white cap flips open and closes securely, and it also allows the container to stand surely in place. Although I can’t fairly rate it against competitive items, I am pleased with this product— and I know that in the future I’ll purchase it again.",2022-03-16 01:39:12.752323
B001LFHYW0,2022,3,16,8,Smells Good and Works Well,5.0 out of 5 stars,2 people found this helpful,"Reviewed in the United States on April 13, 2021",Amazon Customer,,Verified Purchase,,"I use this product after swim workouts and it does what it claims, which is remove residue and odors from the pool, lake, ocean. (After a 70.3 half Ironman race my hair was salty, sticky and dried out; I washed it with Triswim and went out to dinner with lovely clean hair.)",2022-03-16 01:39:12.752323
B00JJQ7OPK,2022,3,16,1,One of the three best things I've ever done for my hair,5.0 out of 5 stars,19 people found this helpful,"Reviewed in the United States on December 21, 2017",Lindy,,Verified Purchase,,"After I used this shampoo for about two weeks, I noticed a dramatic change in the texture of my hair. It was noticeably softer and silkier.",2022-03-16 01:39:20.363581
B00JJQ7OPK,2022,3,16,2,Great shampoo! I had no issues with the lather ...,5.0 out of 5 stars,13 people found this helpful,"Reviewed in the United States on March 27, 2015",studentuiu,,Verified Purchase,,"Great shampoo!  I had no issues with the lather and I wash my hair every 2 days, used 2 pumps and I have below the shoulder length colored hair. The smell is mildly antiseptic, meaning minty/tea tree/pine? Yet somehow enjoyable in shower -  the results were very decent, a nice shine and decent volume but very natural.",2022-03-16 01:39:20.363581
