ASIN,YEAR,MONTH,DAY,CATEGORY,PAGE,SEQUENCE,RATING_NUM,STAR,PRICR,PRICE_ORIGINAL,SPONSONED,PRIME,FREE_SHIPPING,JUST_SAVE_IN_RED,AMAZON_BRAND,BEST_SELLER,AMAZON_CHOICE,LIMITED_TIME_DEAL,SUBSCRIBE,COUPON,SPECIFICATION,DELIVERY_TIME,PRICE_OF_SEPC,TITLE,FULLURL
B002YLT6J4,2022,1,25,lipstick,4,23,226,4.7,5.75,8.39,0,0,1,0,0,0,0,0,0,0,1 Count (Pack of 1),0,More Buying Choices,"Revlon Super Lustrous Lipstick, High Impact Lipcolor with Moisturizing Creamy Formula, Infused with Vitamin E and Avocado Oil in Pink Pearl, Fuchsia Fusion (657)",http://amazon.com/Revlon-Lustrous-Lipstick-Fuchsia-Fusion/dp/B002YLT6J4/ref=sr_1_167?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643115742&sprefix=lipsticks%2Caps%2C400&sr=8-167
B01DPA8BDY,2022,1,25,lipstick,4,24,1304,4.4,5.59,0,0,1,1,0,0,0,0,0,0,0,1 Count (Pack of 1),"Fri, Jan 28",More Buying Choices,"Maybelline Lip Studio Lip Color Palette, 0.14 oz.",http://amazon.com/Maybelline-New-York-Studio-Palette/dp/B01DPA8BDY/ref=sr_1_168?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643115742&sprefix=lipsticks%2Caps%2C400&sr=8-168
B001G60HYQ,2022,1,25,lipstick,4,25,105,4.7,33.97,0,0,0,1,0,0,0,0,0,0,0,0.15 Ounce (Pack of 2),0,0,"Revlon Moon Drops Lipstick, Frost, Copperglaze Sienna 320, 0.15 Ounce (Pack of 2)",http://amazon.com/Revlon-Lipstick-Copperglaze-Sienna-320/dp/B001G60HYQ/ref=sr_1_169?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643115742&sprefix=lipsticks%2Caps%2C400&sr=8-169
B004U4BSZ8,2022,1,25,lipstick,4,26,1134,4.5,10,39,0,1,1,0,0,0,0,0,0,0,1 Count (Pack of 1),"Thu, Jan 27",0,MAC Amplified CRM Lipstick Color - Fast Play 3 g / 1 oz,http://amazon.com/MAC-Lipstick-Color-Fast-Play/dp/B004U4BSZ8/ref=sr_1_170_mod_primary_new?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643115742&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=lipsticks%2Caps%2C400&sr=8-170
B01IJ46MGO,2022,1,25,lipstick,4,27,523,4.6,12.99,20,0,0,1,0,0,0,0,0,0,0,0.12 Ounce (Pack of 1),0,0,"bareMinerals Gen Nude Radiant Lipstick, Mantra, 0.12 Ounce",http://amazon.com/bareMinerals-Radiant-Lipstick-Mantra-Ounce/dp/B01IJ46MGO/ref=sr_1_171?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643115742&sprefix=lipsticks%2Caps%2C400&sr=8-171
B088LMGYFD,2022,1,25,lipstick,4,28,380,4.3,12.99,0,0,1,1,0,0,0,0,0,0,0,6 Count (Pack of 1),"Tomorrow, Jan 26",($2.60/Ounce),"Skynest 6 PCS Vivid Colours Lipstick Set, Long Lasting, Moisturizing, Creamy Texture, Soft, Watermelon Flavored Lipstick With Gift Box",http://amazon.com/Btspring-Lipstick-Colors-Moisturizing-Hydrating/dp/B088LMGYFD/ref=sr_1_172?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643115742&sprefix=lipsticks%2Caps%2C400&sr=8-172
B088P83ZRB,2022,1,25,lipstick,4,29,43,4.1,18,20,1,0,1,10%,0,0,0,0,Lowest price in 30 days,0,"Wed, Feb 2",0,0,RMS Beauty Tinted Daily Lip Balm - Peacock Lane Women 0.1 oz,http://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A01491931OOTSQ4LBG6B1&url=%2FRMS-Beauty-Tinted-Daily-Balm%2Fdp%2FB088P83ZRB%2Fref%3Dsr_1_173_sspa%3Fcrid%3D156DT8FY808PV%26keywords%3DLipsticks%26qid%3D1643115742%26sprefix%3Dlipsticks%252Caps%252C400%26sr%3D8-173-spons%26psc%3D1%26smid%3DA25W1DZX5FW5M7&qualifier=1643115742&id=6470649555715884&widgetName=sp_mtf
B08HCLYTQC,2022,1,25,lipstick,4,30,496,4.8,6.99,0,1,0,1,0,0,0,0,0,Save more with Subscribe & Save,0,0,0,($1.40/Count),"5 Pcs Vibrant Chapstick Holder Keychains, Neoprene Lipstick Holder Keychain Protective Cases Wristlet Lanyard for Girls Women",http://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A0468124YR9S81AOLYQS&url=%2FChapstick-Keychains-Neoprene-Lipstick-Protective%2Fdp%2FB08HCLYTQC%2Fref%3Dsr_1_174_sspa%3Fcrid%3D156DT8FY808PV%26keywords%3DLipsticks%26qid%3D1643115742%26sprefix%3Dlipsticks%252Caps%252C400%26sr%3D8-174-spons%26psc%3D1&qualifier=1643115742&id=6470649555715884&widgetName=sp_mtf
B08GZ1FK71,2022,1,25,lipstick,4,31,1400,3.5,14.98,0,1,1,1,0,0,0,0,0,Save more with Subscribe & Save,0,7 Count (Pack of 1),"Mon, Jan 31",0,"7Pcs Glitter Metallic Lip Liner and Lipstick Set Kit,evpct Matte to Glitter Liquid Lipstick Lip Gloss Set Red Brown Glitter Glossy Sparkly Lipstick Long Lasting with Lip Liner Lipliner Set for Women",http://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A01723021OMA03VCLFWSF&url=%2FLipstick-Metallic-Lipgloss-Waterproof-evpct%2Fdp%2FB08GZ1FK71%2Fref%3Dsr_1_175_sspa%3Fcrid%3D156DT8FY808PV%26keywords%3DLipsticks%26qid%3D1643115742%26sprefix%3Dlipsticks%252Caps%252C400%26sr%3D8-175-spons%26psc%3D1&qualifier=1643115742&id=6470649555715884&widgetName=sp_mtf
B00IALDH4C,2022,1,25,lipstick,4,32,957,4.3,5.17,8.99,0,0,1,0,0,0,0,0,0,0,2 Piece Set,0,0,"COVERGIRL Outlast Illumia All-Day Moisturizing Lip Color, Beaming Berry,1 Count",http://amazon.com/COVERGIRL-Outlast-Illumia-All-Day-Moisturizing/dp/B00IALDH4C/ref=sr_1_176?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643115742&sprefix=lipsticks%2Caps%2C400&sr=8-176
B006WZ9ZHQ,2022,1,25,lipstick,4,33,5276,4.4,6.55,0,0,1,1,0,0,0,0,0,0,0,1 Count (Pack of 1),"Tomorrow, Jan 26",More Buying Choices,"Rimmel Lasting Finish Lipstick, 014, Pack of 1",http://amazon.com/Rimmel-London-Lasting-Finish-Lipstick/dp/B006WZ9ZHQ/ref=sr_1_177_mod_primary_new?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643115742&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=lipsticks%2Caps%2C400&sr=8-177
B014N4Q02A,2022,1,25,lipstick,4,34,851,4.5,18,0,0,1,1,0,0,0,0,0,$16.20 with Subscribe & Save discount,0,0.16 Ounce (Pack of 1),"Fri, Jan 28",($112.50/Fl Oz),Dose of Colors - Liquid Matte Lipstick,http://amazon.com/Dose-Colors-Liquid-Matte-Lipstick/dp/B014N4Q02A/ref=sr_1_178?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643115742&sprefix=lipsticks%2Caps%2C400&sr=8-178
B0716PTP9R,2022,1,25,lipstick,4,35,14,4.9,6.99,7.49,0,0,1,7%,0,0,0,0,Lowest price in 30 days,0,0.15 Ounce,0,($46.60/Ounce),"Maybelline Color Sensational Creamy Matte Lipstick, Vibrant Violet, 0.15 oz.",http://amazon.com/Maybelline-Sensational-Creamy-Lipstick-Vibrant/dp/B0716PTP9R/ref=sr_1_179?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643115742&sprefix=lipsticks%2Caps%2C400&sr=8-179
B09F65F61N,2022,1,25,lipstick,4,36,6,2.9,7.99,0,0,1,1,0,0,0,0,0,0,0,"Tomorrow, Jan 26","Tomorrow, Jan 26",0,"20 Pcs/Box Tattoo Lipstick Cotton Swab, Cigarette Box Cotton Swab Lipstick, Durable Waterproof Liquid Non-Stick Lipstick, Tattoo Lip Stain Tattoo Lipstick Cotton Swab-Easy to Carry (Pink)",http://amazon.com/Lipstick-Cigarette-Waterproof-Non-Stick-Swab-Easy/dp/B09F65F61N/ref=sr_1_180?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643115742&sprefix=lipsticks%2Caps%2C400&sr=8-180
B06XF138K1,2022,1,25,lipstick,4,37,316,4.2,4.05,5.49,0,1,1,0,0,0,0,0,0,0,0.15 Ounce (Pack of 1),"Mon, Jan 31",More Buying Choices,"Maybelline New York Color Sensational Nude Lipstick Metallic Lipstick, Silk Stone, 0.15 oz",http://amazon.com/Maybelline-New-York-Sensational-Lipstick/dp/B06XF138K1/ref=sr_1_181_mod_primary_new?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643115742&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=lipsticks%2Caps%2C400&sr=8-181
B0861N2NCM,2022,1,25,lipstick,4,38,1586,4.3,7.9,8.5,0,1,1,0,0,0,0,0,0,0,1 Count (Pack of 1),"Tomorrow, Jan 26",More Buying Choices,"NYX PROFESSIONAL MAKEUP Shout Loud Satin Lipstick, Infused With Shea Butter - Opinionated (Warm Burgundy)",http://amazon.com/NYX-PROFESSIONAL-MAKEUP-Shout-Lipstick/dp/B0861N2NCM/ref=sr_1_182_mod_primary_new?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643115742&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=lipsticks%2Caps%2C400&sr=8-182
B001ET76UI,2022,1,25,lipstick,4,39,101,4.8,32.95,0,0,0,1,0,0,0,0,0,0,0,"Thu, Jan 27",0,0,"Revlon Moon Drops Lipstick, Creme, Love That Pink 575, 0.15 Ounce (Pack of 2)",http://amazon.com/Revlon-Drops-Lipstick-Creme-Ounce/dp/B001ET76UI/ref=sr_1_183?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643115742&sprefix=lipsticks%2Caps%2C400&sr=8-183
B07FB1G3WX,2022,1,25,lipstick,4,40,39,4.3,9,10.95,0,1,1,0,0,0,0,0,0,0,0.13 Ounce (Pack of 3),"Tomorrow, Jan 26",($3.00/Count),"Pack of 3 x Clinique Pop Lip Colour + Primer #14 Plum Pop Travel Size, Unboxed",http://amazon.com/Clinique-Colour-Primer-Travel-Unboxed/dp/B07FB1G3WX/ref=sr_1_184?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643115742&sprefix=lipsticks%2Caps%2C400&sr=8-184
B000RODU5Q,2022,1,25,lipstick,4,41,882,4.7,29.46,0,0,0,1,0,0,0,0,0,0,0,0.15 Ounce (Pack of 1),0,More Buying Choices,"Revlon Moon Drops Lipstick Creme, Persian Melon, 0.15 Ounce",http://amazon.com/Revlon-Drops-Lipstick-Persian-Melon/dp/B000RODU5Q/ref=sr_1_185?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643115742&sprefix=lipsticks%2Caps%2C400&sr=8-185
B09KGLVPRN,2022,1,25,lipstick,4,42,28,4.3,12.99,14.99,0,1,1,0,0,0,0,0,Save more with Subscribe & Save,0,"Mon, Jan 31","Mon, Jan 31",($2.17/Fl Oz),"Upgraded 6Pcs Wine Liquid Lipstick, Waterproof Non-stick Cup Lasting Lip Gloss, Best Choice and Gift Kit for Woman Girls",http://amazon.com/Upgraded-Lipstick-Waterproof-Non-stick-Lasting/dp/B09KGLVPRN/ref=sr_1_186?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643115742&sprefix=lipsticks%2Caps%2C400&sr=8-186
B0047ELJVY,2022,1,25,lipstick,4,43,103,4.7,4.99,5.49,0,1,1,0,0,0,0,0,0,0,0.09 Ounce (Pack of 1),"Mon, Jan 31",More Buying Choices,"L'Oréal Paris Infallible Le Rouge Lipstick, Bold Bordeaux, 0.09 oz.",http://amazon.com/LOr%C3%A9al-Paris-Infallible-Lipstick-Bordeaux/dp/B0047ELJVY/ref=sr_1_187?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643115742&sprefix=lipsticks%2Caps%2C400&sr=8-187
B08PQD5GSM,2022,1,25,lipstick,4,44,179,4.7,29.99,0,0,1,1,0,0,0,0,0,20% coupon applied at checkout,0,1 Count (Pack of 1),"Tomorrow, Jan 26",0,ZEESEA [Palace Identity] Lipstick For Women Chinese Dragon Appearance Matte Finish Lip Makeup Long Lasting High Impact Lipcolor Hydrating Lipstick (M08# Queen),http://amazon.com/Identity-Lipstick-Appearance-Lipcolor-Hydrating/dp/B08PQD5GSM/ref=sr_1_188?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643115742&sprefix=lipsticks%2Caps%2C400&sr=8-188
B096FMWWQ2,2022,1,25,lipstick,4,45,15,4.7,49,0,0,0,1,0,0,0,0,0,0,0,0.11 Ounce (Pack of 1),0,($49.00/Count),"FLORASIS Blooming Rouge Love Lock Lipstick, Moisturizing, Sculpting Lipstick, Misty Matte Finish, Velvet Smooth, Lightweight, M131 Rouge Goddess, 0.11 oz",http://amazon.com/FLORASIS-Blooming-Moisturizing-Sculpting-Lightweight/dp/B096FMWWQ2/ref=sr_1_189?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643115742&sprefix=lipsticks%2Caps%2C400&sr=8-189
B01IAE1M1I,2022,1,25,lipstick,4,46,68,4.7,16.27,0,0,0,1,0,0,0,0,0,0,0,0.13 Ounce,0,($5.42/Count),"CoverGirl Continuous Color Lipstick, Sugar Almond [010], 0.13 oz (Pack of 3)",http://amazon.com/CoverGirl-Continuous-Color-Lipstick-Almond/dp/B01IAE1M1I/ref=sr_1_190?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643115742&sprefix=lipsticks%2Caps%2C400&sr=8-190
B01JMYWY94,2022,1,25,lipstick,4,47,36,4.6,15.47,15.99,0,0,1,0,0,0,0,0,0,0,"Fri, Jan 28",0,0,"Pack of 2 CoverGirl Colorlicious Lipstick, Verve Violet (370)",http://amazon.com/CoverGirl-Colorlicious-Lipstick-Verve-Violet/dp/B01JMYWY94/ref=sr_1_191?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643115742&sprefix=lipsticks%2Caps%2C400&sr=8-191
B0751G81SS,2022,1,25,lipstick,4,48,4,5,16.99,0,0,1,1,0,0,0,0,0,0,0,"Thu, Jan 27","Thu, Jan 27",More Buying Choices,Bobbi Brown Crushed Lip Color Cabana,http://amazon.com/Bobbi-Brown-Crushed-Color-Cabana/dp/B0751G81SS/ref=sr_1_192?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643115742&sprefix=lipsticks%2Caps%2C400&sr=8-192
B017JX57PI,2022,1,25,lipstick,4,49,797,4.3,13.74,18.99,0,1,1,0,0,0,0,0,$13.05 with Subscribe & Save discount,0,0.14 Ounce,"Tomorrow, Jan 26",($98.14/Ounce),"Mineral Fusion Lipstick, Ruby, .14 Ounce",http://amazon.com/Mineral-Fusion-Lipstick-Ruby-Ounce/dp/B017JX57PI/ref=sr_1_193?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643115742&sprefix=lipsticks%2Caps%2C400&sr=8-193
B00I48BHWU,2022,1,25,lipstick,4,50,908,4.1,1.01,4.84,0,0,1,0,0,0,0,0,0,0,1 Count (Pack of 1),0,0,"NYX Butter LipstickRazzle, 1 Count",http://amazon.com/NYX-BLS01-BUTTER-LIPSTICK-RAZZLE/dp/B00I48BHWU/ref=sr_1_194?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643115742&sprefix=lipsticks%2Caps%2C400&sr=8-194
B001P2KA7K,2022,1,25,lipstick,4,51,674,4.7,7.99,10.49,0,1,1,0,0,0,0,0,0,0,0.07 Fl Oz (Pack of 1),"Thu, Jan 27",More Buying Choices,"Revlon ColorStay Overtime Lipcolor, Dual Ended Longwearing Liquid Lipstick with Clear Lip Gloss, with Vitamin E in Plum / Berry, Relentless Raisin (270), 0.07 oz",http://amazon.com/Revlon-ColorStay-Overtime-Lipstick-Relentless/dp/B001P2KA7K/ref=sr_1_195?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643115742&sprefix=lipsticks%2Caps%2C400&sr=8-195
B09JL2F2YF,2022,1,25,lipstick,4,52,3,5,79.28,97.29,0,1,1,19%,0,0,0,0,Lowest price in 30 days,0,12 Count (Pack of 1),"Tomorrow, Jan 26",More Buying Choices,Hypnotizing Holiday The Ultimate Trick Mini Lipstick x 12 Vault,http://amazon.com/Hypnotizing-Holiday-Ultimate-Trick-Lipstick/dp/B09JL2F2YF/ref=sr_1_196?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643115742&sprefix=lipsticks%2Caps%2C400&sr=8-196
B09NM558Q1,2022,1,25,lipstick,4,53,0,0,5.99,0,0,1,1,0,0,0,0,0,0,0,"Mon, Jan 31","Mon, Jan 31",($2.15/Ounce),"5Pcs Matte Liquid Lipstick+1Pcs Clear Lip Plumper Makeup Set,Long Lasting Waterproof Lip Stain Glaze,Moisturizing Velvet Lip Gloss,High Pigmented Matte Lipstick Gift Make up Kit For Women Girls",http://amazon.com/Lipstick-Plumper-Waterproof-Moisturizing-Pigmented/dp/B09NM558Q1/ref=sr_1_197?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643115742&sprefix=lipsticks%2Caps%2C400&sr=8-197
B00C2QTYEI,2022,1,25,lipstick,4,54,401,4.4,11.05,27,0,1,1,0,0,0,0,0,0,0,0.07 Ounce (Pack of 1),"Tomorrow, Jan 26",0,"Nars Satin Lip Pencil - Hyde Park By Nars for Women - 0.07 Oz Lipstick, 0.07 Oz",http://amazon.com/NARS-Satin-Pencil-Hyde-Park/dp/B00C2QTYEI/ref=sr_1_198?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643115742&sprefix=lipsticks%2Caps%2C400&sr=8-198
B006XD1UGG,2022,1,25,lipstick,4,55,299,4.6,7.5,8.81,0,1,1,0,0,0,0,0,Save more with Subscribe & Save,0,1 Count (Pack of 1),"Tomorrow, Jan 26",0,Rimmel London Lasting Finish Lipstick 002,http://amazon.com/Rimmel-London-Lasting-Intense-Lipstick/dp/B006XD1UGG/ref=sr_1_199?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643115742&sprefix=lipsticks%2Caps%2C400&sr=8-199
B07HNC618F,2022,1,25,lipstick,4,56,15699,4.6,10.99,0,1,1,1,0,0,0,0,0,$10.44 with Subscribe & Save discount,0,1 Count (Pack of 2),"Tomorrow, Jan 26",0,"Covergirl Outlast All-Day Lip Color with Topcoat, Brazen Raisin , 2 Count (Pack of 1)",http://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg4_1?ie=UTF8&adId=A08290472K1P8WEK1GB2U&url=%2FCovergirl-Outlast-All-day-Moisturizing-Eternal%2Fdp%2FB07HNC618F%2Fref%3Dsr_1_200_sspa%3Fcrid%3D156DT8FY808PV%26keywords%3DLipsticks%26qid%3D1643115742%26sprefix%3Dlipsticks%252Caps%252C400%26sr%3D8-200-spons%26psc%3D1&qualifier=1643115742&id=6470649555715884&widgetName=sp_btf
B08C9LJQ2C,2022,1,25,lipstick,4,57,324,4.7,6.99,0,1,0,1,0,0,0,0,0,0,0,0,0,($1.40/Count),"5 Pcs Chapstick Holder Keychains, Neoprene Lipstick Holder Keychain Protective Case",http://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg4_1?ie=UTF8&adId=A08267783DQJU1HK6SEGT&url=%2FChapstick-Keychains-Neoprene-Lipstick-Protective%2Fdp%2FB08C9LJQ2C%2Fref%3Dsr_1_201_sspa%3Fcrid%3D156DT8FY808PV%26keywords%3DLipsticks%26qid%3D1643115742%26sprefix%3Dlipsticks%252Caps%252C400%26sr%3D8-201-spons%26psc%3D1&qualifier=1643115742&id=6470649555715884&widgetName=sp_btf
B00JJ56RSQ,2022,1,25,lipstick,5,1,36,4.3,17.72,19.99,1,1,1,11%,0,0,0,0,Lowest price in 30 days,0,"Fri, Jan 28","Fri, Jan 28",0,"Careline Color Code Lipstick P30 Clean Purple, 1 count",http://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_1?ie=UTF8&adId=A04868701OFLIJQQOTNDQ&url=%2FCareline-Lipstick-Color-Clean-Purple%2Fdp%2FB00JJ56RSQ%2Fref%3Dsr_1_193_sspa%3Fcrid%3D156DT8FY808PV%26keywords%3DLipsticks%26qid%3D1643116181%26sprefix%3Dlipsticks%252Caps%252C400%26sr%3D8-193-spons%26psc%3D1&qualifier=1643116181&id=1187326780256578&widgetName=sp_atf_next
B07TVDFZHW,2022,1,25,lipstick,5,2,1648,4.1,12.99,14.99,1,1,1,0,0,0,0,0,$12.34 with Subscribe & Save discount,0,0.12 Fl Oz (Pack of 1),"Mon, Jan 31",0,"Honest Beauty Liquid Lipstick, BFF with Avocado oil + Hyaluronic Acid |Lasting Hydration | EWG Certified + Dermatologist tested & Vegan + Cruelty free | 0.12 fl. oz.",http://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_1?ie=UTF8&adId=A05902831TEE9L8SNPJ4S&url=%2FHonest-Beauty-Lipstick-Hydrating-synthetic%2Fdp%2FB07TVDFZHW%2Fref%3Dsr_1_194_sspa%3Fcrid%3D156DT8FY808PV%26keywords%3DLipsticks%26qid%3D1643116181%26sprefix%3Dlipsticks%252Caps%252C400%26sr%3D8-194-spons%26psc%3D1&qualifier=1643116181&id=1187326780256578&widgetName=sp_atf_next
B01GKH6FTQ,2022,1,25,lipstick,5,3,666,4.6,9.99,0,1,1,1,0,0,0,0,0,Save more with Subscribe & Save,0,0.14 Ounce (Pack of 1),"Tomorrow, Jan 26",($71.36/ounce),"TIZO Tinted Lip Protection SPF 45, 0.14 oz",http://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_1?ie=UTF8&adId=A074672332ILH763E23FR&url=%2FTIZO-Tinted-Lip-Protection-0-14%2Fdp%2FB01GKH6FTQ%2Fref%3Dsr_1_195_sspa%3Fcrid%3D156DT8FY808PV%26keywords%3DLipsticks%26qid%3D1643116181%26sprefix%3Dlipsticks%252Caps%252C400%26sr%3D8-195-spons%26psc%3D1&qualifier=1643116181&id=1187326780256578&widgetName=sp_atf_next
B00VV8RG0W,2022,1,25,lipstick,5,4,0,0,30,0,1,0,1,0,0,0,0,0,0,0,"Thu, Jan 27",0,($30.00/Ounce),Palm Beach Junket - Pink Holiday Lipstick,http://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_1?ie=UTF8&adId=A02286203CY9QY1GE8MVH&url=%2FPink-Holiday-Luxury-Cream-Lipstick%2Fdp%2FB00VV8RG0W%2Fref%3Dsr_1_196_sspa%3Fcrid%3D156DT8FY808PV%26keywords%3DLipsticks%26qid%3D1643116181%26sprefix%3Dlipsticks%252Caps%252C400%26sr%3D8-196-spons%26psc%3D1&qualifier=1643116181&id=1187326780256578&widgetName=sp_atf_next
B01MRHW7V7,2022,1,25,lipstick,5,5,4,3.9,14.2,17.87,0,1,1,21%,0,0,0,0,Lowest price in 30 days,0,"Fri, Jan 28","Fri, Jan 28",($14.20/Count),MAC Satin Lipstick Captive,http://amazon.com/MAC-Lipstick-0-1-oz/dp/B01MRHW7V7/ref=sr_1_197?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643116181&sprefix=lipsticks%2Caps%2C400&sr=8-197
B01CH28YHO,2022,1,25,lipstick,5,6,43,4.3,6.99,0,0,0,1,0,0,0,0,0,0,0,"Mon, Jan 31",0,0,"Sheer Shine Stylo Argan Oil Lipstick with SPF 25, 03-Nude",http://amazon.com/Sheer-Shine-Stylo-Lipstick-03-Nude/dp/B01CH28YHO/ref=sr_1_198?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643116181&sprefix=lipsticks%2Caps%2C400&sr=8-198
B08WBMCQHF,2022,1,25,lipstick,5,7,1946,4.3,8.75,0,0,1,1,0,0,0,0,0,$8.31 with Subscribe & Save discount,0,1 Count (Pack of 1),"Tomorrow, Jan 26",0,NYX PROFESSIONAL MAKEUP Lip Lingerie XXL Matte Liquid Lipstick - Deep Mesh (Deep Chocolate Brown),http://amazon.com/NYX-PROFESSIONAL-MAKEUP-Lingerie-Lipstick/dp/B08WBMCQHF/ref=sr_1_199?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643116181&sprefix=lipsticks%2Caps%2C400&sr=8-199
B07JFNVP61,2022,1,25,lipstick,5,8,2637,4.1,11.88,0,0,1,1,0,0,0,0,0,Save more with Subscribe & Save,0,6 Count (Pack of 1),"Tomorrow, Jan 26",($1.98/Count),"Ownest 6 Color Lipstick Set,Skull Face Matte Velvet Lip Gloss,Long Lasting Waterproof Lipstick Set-6pcs",http://amazon.com/Ownest-Lipstick-Lasting-Waterproof-Set-6pcs/dp/B07JFNVP61/ref=sr_1_200?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643116181&sprefix=lipsticks%2Caps%2C400&sr=8-200
B077YH56RM,2022,1,25,lipstick,5,9,10,3.9,30,0,0,1,1,0,0,0,0,0,0,0,0.12 Ounce,"Tomorrow, Jan 26",($30.00/Count),"Trish McEvoy Classic Lip Color, Tuscan Rose, 3.5 g / 0.12 oz",http://amazon.com/Trish-McEvoy-Veil-Lip-Color/dp/B077YH56RM/ref=sr_1_201?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643116181&sprefix=lipsticks%2Caps%2C400&sr=8-201
B08NSP2KKP,2022,1,25,lipstick,5,10,90,4,8.99,0,0,1,1,0,0,0,0,0,0,0,1 Count (Pack of 1),"Tomorrow, Jan 26",0,Edanta Matte Liquid Lipstick Waterproof Lipsticks Metallic Cream Lips Stick High Pigmented Lip Beauty Makeup for Women and Girls Pack of 1 (Purple 9),http://amazon.com/Edanta-Lipstick-Lipsticks-Metallic-Pigmented/dp/B08NSP2KKP/ref=sr_1_202?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643116181&sprefix=lipsticks%2Caps%2C400&sr=8-202
B09MVHDQRG,2022,1,25,lipstick,5,11,18,3.8,12.88,0,0,1,1,0,0,0,0,0,Save more with Subscribe & Save,0,12 Count (Pack of 1),"Fri, Jan 28",($6.44/Fl Oz),"12pcs Lip Liner and Lipstick Makeup Set, 6 Velvety Matte Liquid Lipsticks + 6 Matching Smooth Lip Liner One Step Lips Makeup Kits Waterproof Long Lasting Matte Lipstick Gift Set",http://amazon.com/Lipstick-Velvety-Lipsticks-Matching-Waterproof/dp/B09MVHDQRG/ref=sr_1_203?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643116181&sprefix=lipsticks%2Caps%2C400&sr=8-203
B007WHYTBU,2022,1,25,lipstick,5,12,333,4.6,23.95,25.97,0,1,1,0,0,0,0,0,0,0,1 Count (Pack of 1),"Fri, Jan 28",0,MAC Lipstick Creme in Your Coffee (SG_B007WHYTBU_US),http://amazon.com/MAC-Lipstick-Creme-Your-Coffee/dp/B007WHYTBU/ref=sr_1_204?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643116181&sprefix=lipsticks%2Caps%2C400&sr=8-204
